"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"291","Ibid","N.Name.Nom.Sg.Masc","FW","Ibid",NA,"Ibid",0,NA,"Ibid",NA,NA,NA,"Ibid",18
"292",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"293","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"294","bridemaid","N.Name.*.*.*","NN","bridemaid",NA,"bridemaid",0,NA,"bridemaid",NA,NA,NA,"bridemaid",18
"295","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"296",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"297","bride","N.Reg.Nom.Sg.Neut","NN","bride",NA,"bride",0,NA,"bride",NA,NA,NA,"bride",18
"298",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"299","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"300",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"301","137","CARD","CD","137",NA,"137",1,"137",NA,NA,NA,NA,NA,18
"302",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"303","dele","FM","NN","dele",NA,"dele",0,NA,"dele",NA,NA,NA,"dele",18
"304","hundred","FM","CD","hundred",NA,"hundred",0,NA,"hundred",NA,NA,NA,"hundred",18
"305",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"306","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"307",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"308","203","CARD","CD","203",NA,"203",1,"203",NA,NA,NA,NA,NA,18
"309",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"310","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"311","regular","FM","JJ","regular",NA,"regular",0,NA,"regular",NA,NA,NA,"regular",18
"312","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"313",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"314","irregular","ADJD.Pos","JJ","irregular",NA,"irregular",0,NA,"irregular",NA,NA,NA,"irregular",18
"315",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"316","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"317",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"318","257","CARD","CD","257",NA,"257",1,"257",NA,NA,NA,NA,NA,18
"319",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"320","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"321","reſted","CARD","JJ","rested",NA,"rested",0,NA,"rested",NA,NA,NA,"rested",18
"322","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"323",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"324","weſtedl","N.Reg.Nom.Sg.Neut","NN","westedl",NA,"westedl",1,"westedl",NA,NA,NA,NA,NA,18
"325",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"326","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"327",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"328","230","CARD","CD","230",NA,"230",1,"230",NA,NA,NA,NA,NA,18
"329",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"330","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"331","reftexion","N.Name.*.*.*","NN","reftexion","reftexion","reftexion",1,"reftexion",NA,NA,NA,NA,NA,18
"332","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"333",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"334","inftexion","N.Name.Nom.Sg.Fem","NN","inftexion","inftexion","inftexion",1,"inftexion",NA,NA,NA,NA,NA,18
"335",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"336","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"337",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"338","264","CARD","CD","264",NA,"264",1,"264",NA,NA,NA,NA,NA,18
"339",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"340","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"341","participle","N.Name.*.*.*","NN","participle",NA,"participle",0,NA,"participle",NA,NA,NA,"participle",18
"342","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"343",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"344","paſiue","N.Reg.Nom.Sg.Fem","NN","pasiue",NA,"pasiue",1,"pasiue",NA,NA,NA,NA,NA,18
"345",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"346","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"347",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"348","405","CARD","CD","405",NA,"405",1,"405",NA,NA,NA,NA,NA,18
"349",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"350","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"351","1563","CARD","CD","1563",NA,"1563",1,"1563",NA,NA,NA,NA,NA,18
"352","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"353",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"354","1653","CARD","CD","1653",NA,"1653",1,"1653",NA,NA,NA,NA,NA,18
