"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"108","Verbs","N.Reg.Gen.Sg.Neut","NNS","Verbs",NA,"Verbs",1,"Verbs",NA,NA,"Verbs",NA,"Verbs",258
"109",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"110","both","FM","CC","both",NA,"both",0,NA,"both",NA,NA,NA,"both",258
"111","regular","FM","JJ","regular",NA,"regular",0,NA,"regular",NA,NA,NA,"regular",258
"112","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"113","irregular","FM","JJ","irregular",NA,"irregular",0,NA,"irregular",NA,NA,NA,"irregular",258
"114",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"115","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",258
"116","full","FM","JJ","full","full","full",0,NA,"full",NA,NA,NA,"full",258
"117","length","FM","NN","length",NA,"length",0,NA,"length",NA,NA,NA,"length",258
"118",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",258
"119","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",258
"120","which","ADJD.Pos","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",258
"121","means","FM","VVZ","means",NA,"means",0,NA,"means",NA,NA,NA,"means",258
"122",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"123","any","FM","DT","any",NA,"any",0,NA,"any",NA,NA,NA,"any",258
"124","one","FM","CD","one",NA,"one",0,NA,"one",NA,NA,NA,"one",258
"125","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",258
"126","learn","FM","VV","learn",NA,"learn",0,NA,"learn",NA,NA,NA,"learn",258
"127","ENcLisn","FM","NP","ENcLisn",NA,"ENcLisn",1,"ENcLisn",NA,NA,NA,NA,NA,258
"128","grammatically","FM","RB","grammatically",NA,"grammatically",0,NA,"grammatically",NA,NA,NA,"grammatically",258
"129",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"130","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",258
"131","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"132","ſame","FM","JJ","same",NA,"same",0,NA,"same",NA,NA,NA,"same",258
"133","eaſy","FM","NN","easy",NA,"easy",0,NA,"easy",NA,NA,NA,"easy",258
"134",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"135","familiar","FM","JJ","familiar","familiar","familiar",0,NA,"familiar",NA,NA,NA,"familiar",258
"136",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"137","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"138","regular","FM","JJ","regular",NA,"regular",0,NA,"regular",NA,NA,NA,"regular",258
"139","Manner","N.Reg.Nom.Pl.Masc","NP","Manner",NA,"Manner",0,NA,"Manner",NA,NA,NA,"Manner",258
"140","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",258
"141","the","N.Name.*.*.*","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"142","FnEwch","N.Name.*.*.*","NP","FnEwch",NA,"FnEwch",1,"FnEwch",NA,NA,NA,NA,NA,258
"143","and","N.Name.*.*.*","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"144","other","N.Name.*.*.*","JJ","other",NA,"other",0,NA,"other",NA,NA,NA,"other",258
"145","Modern","N.Name.*.*.*","NP","Modern",NA,"Modern",0,NA,"Modern",NA,NA,NA,"Modern",258
"146","Languages","N.Name.Dat.Pl.*","NNS","Languages",NA,"Languages",1,"Languages",NA,NA,"Languages",NA,"Languages",258
"147",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"148","The","N.Name.*.*.*","DT","The",NA,"The",0,NA,"The",NA,NA,NA,"The",258
"149","Whole","N.Name.*.*.*","JJ","Whole",NA,"Whole",0,NA,"Whole",NA,NA,NA,"Whole",258
"150","interſperſed","N.Name.*.*.*","NN","interspersed",NA,"interspersed",0,NA,"interspersed",NA,NA,NA,"interspersed",258
"151","with","N.Name.*.*.*","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",258
"152","Several","N.Name.*.*.*","JJ","Several",NA,"Several",0,NA,"Several",NA,NA,NA,"Several",258
"153","fhort","VPP.Full.Psp","NN","fhort","fhort","fhort",1,"fhort",NA,NA,NA,NA,NA,258
"154","PRAxEs","FM","NNS","PRAxEs",NA,"PRAxEs",1,"PRAxEs",NA,NA,"PRAxEs",NA,"PRAxEs",258
"155","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"156","REMAkks","FM","NNS","REMAkks",NA,"REMAkks",1,"REMAkks",NA,NA,"REMAkks",NA,"REMAkks",258
"157","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",258
"158","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"159","End","N.Name.*.*.*","NN","End",NA,"End",0,NA,"End",NA,NA,NA,"End",258
"160","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"161","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",258
"162","Part","N.Reg.Acc.Sg.Masc","NN","Part",NA,"Part",0,NA,"Part",NA,NA,NA,"Part",258
"163","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"164","SPEEcu","FM","NP","SPEEcu",NA,"SPEEcu",1,"SPEEcu",NA,NA,NA,NA,NA,258
"165",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"166","To","FM","TO","To",NA,"To",0,NA,"To",NA,NA,NA,"To",258
"167","which","ADJD.Pos","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",258
"168","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",258
"169","added","FM","VVN","added",NA,"added",0,NA,"added",NA,NA,NA,"added",258
"170",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"171","Siurtan","N.Name.Nom.Sg.Masc","NP","Siurtan",NA,"Siurtan",1,"Siurtan",NA,NA,NA,NA,NA,258
"172","Couranisoxs","N.Name.Gen.Sg.Masc","NP","Couranisoxs",NA,"Couranisoxs",1,"Couranisoxs",NA,NA,NA,NA,NA,258
"173","of","N.Name.*.*.*","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"174","the","N.Name.*.*.*","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"175","Old","N.Name.*.*.*","JJ","Old",NA,"Old",0,NA,"Old",NA,NA,NA,"Old",258
"176","Engliſt","N.Name.*.*.*","NN","Englist",NA,"Englist",1,"Englist",NA,NA,NA,NA,NA,258
"177",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"178","Scotch","N.Reg.Nom.Sg.Masc","JJ","Scotch",NA,"Scotch",0,NA,"Scotch",NA,NA,NA,"Scotch",258
"179",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"180","and","N.Name.*.*.*","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"181","Welſh","N.Name.*.*.*","NP","Welsh",NA,"Welsh",0,NA,"Welsh",NA,NA,NA,"Welsh",258
"182","Tongues","N.Name.Nom.Sg.Masc","NNS","Tongues",NA,"Tongues",0,NA,"Tongues",NA,NA,NA,"Tongues",258
"183",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"184","with","N.Name.*.*.*","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",258
"185","the","N.Name.*.*.*","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"186","Modern","N.Name.*.*.*","NP","Modern",NA,"Modern",0,NA,"Modern",NA,NA,NA,"Modern",258
"187","ENcLisn","N.Name.*.*.*","NP","ENcLisn",NA,"ENcLisn",1,"ENcLisn",NA,NA,NA,NA,NA,258
"188",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",258
"189","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",258
"190","alſo","N.Name.*.*.*","NN","also",NA,"also",0,NA,"also",NA,NA,NA,"also",258
"191",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"192","ExANPLEs","N.Name.*.*.*","NNS","ExANPLEs",NA,"ExANPLEs",1,"ExANPLEs",NA,NA,"ExANPLEs",NA,"ExANPLEs",258
"193","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",258
"194","thoſe","N.Name.*.*.*","NNS","those",NA,"those",0,NA,"those",NA,NA,NA,"those",258
"195","who","N.Name.*.*.*","WP","who",NA,"who",0,NA,"who",NA,NA,NA,"who",258
"196","underſtand","N.Name.*.*.*","VVP","understand",NA,"understand",0,NA,"understand",NA,NA,NA,"understand",258
"197","Latin","N.Name.Dat.Sg.*","NP","Latin",NA,"Latin",0,NA,"Latin",NA,NA,NA,"Latin",258
"198",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"199","Italian","N.Name.*.*.*","NP","Italian",NA,"Italian",0,NA,"Italian",NA,NA,NA,"Italian",258
"200",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"201","French","N.Name.Nom.Sg.Masc","NP","French",NA,"French",0,NA,"French",NA,NA,NA,"French",258
"202",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"203","Spaniſb","N.Name.*.*.*","NP","Spanisb",NA,"Spanisb",1,"Spanisb",NA,NA,NA,NA,NA,258
"204",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"205","Portugueſe","N.Name.Acc.Sg.Fem","NP","Portuguese",NA,"Portuguese",0,NA,"Portuguese",NA,NA,NA,"Portuguese",258
"206",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"207","&","FM","CC","&",NA,"&",0,NA,"&",NA,NA,NA,"&",258
"208","c","FM","LS","c",NA,"c",0,NA,"c",NA,NA,NA,"c",258
"209",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"210","ſhewing","N.Reg.Nom.Sg.Fem","VVG","shewing",NA,"shewing",1,"shewing",NA,NA,NA,NA,NA,258
"211","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"212","Afnity","FM","NN","Afnity","Afnity","Afnity",1,"Afnity",NA,NA,NA,NA,NA,258
"213","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"214","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"215","Engliſp","FM","NN","Englisp",NA,"Englisp",1,"Englisp",NA,NA,NA,NA,NA,258
"216","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",258
"217","thele","VFIN.Full.3.Sg.Pres.Subj","NN","thele",NA,"thele",0,NA,"thele",NA,NA,NA,"thele",258
"218","Languages","N.Reg.Dat.Pl.Fem","NNS","Languages",NA,"Languages",1,"Languages",NA,NA,"Languages",NA,"Languages",258
"219",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"220","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"221","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"222","natural","FM","JJ","natural",NA,"natural",0,NA,"natural",NA,NA,NA,"natural",258
"223","Gradation","N.Reg.Nom.Sg.Fem","NN","Gradation",NA,"Gradation",0,NA,"Gradation",NA,NA,NA,"Gradation",258
"224","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"225","Change","FM","NP","Change",NA,"Change",0,NA,"Change",NA,NA,NA,"Change",258
"226",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"227","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",258
"228","one","FM","CD","one",NA,"one",0,NA,"one",NA,NA,NA,"one",258
"229","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",258
"230","another","N.Name.*.*.*","DT","another",NA,"another",0,NA,"another",NA,NA,NA,"another",258
"231",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"232","By","N.Name.*.*.*","IN","By",NA,"By",0,NA,"By",NA,NA,NA,"By",258
"233","CHIARLES","N.Name.*.*.*","NP","CHIARLES",NA,"CHIARLES",1,"CHIARLES",NA,NA,NA,NA,NA,258
"234","WISEMAN","N.Name.Nom.Sg.*","NP","WISEMAN",NA,"WISEMAN",1,"WISEMAN",NA,NA,NA,NA,NA,258
"235",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"236","N","SYM.Other.XY","NP","N",NA,"N",0,NA,"N",NA,NA,NA,"N",258
"237",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"238","P","N.Name.*.*.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",258
"239",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"240","I","N.Name.*.*.*","NP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",258
"241","O","N.Name.*.*.*","NP","O",NA,"O",0,NA,"O",NA,NA,NA,"O",258
"242","ND","N.Name.*.*.*","NN","ND",NA,"ND",1,"ND",NA,NA,NA,NA,NA,258
"243","O","N.Name.*.*.*","NN","O",NA,"O",0,NA,"O",NA,NA,NA,"O",258
"244","P","N.Name.*.*.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",258
"245",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"246","Printed","N.Name.*.*.*","VVN","Printed",NA,"Printed",0,NA,"Printed",NA,NA,NA,"Printed",258
"247","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",258
"248","W","N.Name.Nom.Sg.Fem","NP","W",NA,"W",0,NA,"W",NA,NA,NA,"W",258
"249",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"250","Nicor","N.Name.Nom.Sg.Fem","NP","Nicor",NA,"Nicor",0,NA,"Nicor",NA,NA,NA,"Nicor",258
"251",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"252","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",258
"253","Sr","N.Name.*.*.*","NP","Sr",NA,"Sr",0,NA,"Sr",NA,NA,NA,"Sr",258
"254",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"255","Pavi's","N.Name.*.*.*","NP","Pavi's",NA,"Pavi's",1,"Pavi's",NA,NA,NA,NA,NA,258
"256","CurncnVanp","N.Name.Dat.Sg.*","NP","CurncnVanp",NA,"CurncnVanp",1,"CurncnVanp",NA,NA,NA,NA,NA,258
"257",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"258","1764","CARD","LS","1764",NA,"1764",1,"1764",NA,NA,NA,NA,NA,258
"259",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"260","His","N.Reg.Nom.Sg.Neut","PP$","His",NA,"His",0,NA,"His",NA,NA,NA,"His",47
"261","Moſt","N.Name.*.*.*","NP","Most",NA,"Most",0,NA,"Most",NA,NA,NA,"Most",47
"262","Aucusr","N.Name.*.*.*","NP","Aucusr",NA,"Aucusr",1,"Aucusr",NA,NA,NA,NA,NA,47
"263",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",47
"264","AND","N.Name.*.*.*","CC","AND",NA,"AND",0,NA,"AND",NA,NA,NA,"AND",47
"265","ExcELLENT","N.Name.*.*.*","JJ","ExcELLENT",NA,"ExcELLENT",0,NA,"ExcELLENT",NA,NA,NA,"ExcELLENT",47
"266","MATESTY","N.Name.Nom.Sg.*","NP","MATESTY",NA,"MATESTY",1,"MATESTY",NA,NA,NA,NA,NA,47
"267",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",47
"268","GEORGE","N.Name.Nom.Sg.*","NP","GEORGE",NA,"GEORGE",0,NA,"GEORGE",NA,NA,NA,"GEORGE",47
